SPECIES,SITE_ID,Height_min,Height_max,Behaviour,WEATHER_CONDITIONS,N_INDIVIDUALS,SEASON,HABITAT,Longitude,Latitude
S65,Zone E,NA,NA,B3,Strong easterly,5,A,X1,130.2452788,-32.3306172
S65,Zone E,15,20,B3,"Clear conditions, mild breeze from SE",23,A,X4,130.2040977,-32.22226437
S65,Zone A,NA,45,B3,"Clear conditions, strong gusty breeze from SE",9,A,X1,130.0327924,-32.16947172
S65,Zone G,NA,12,B3,"Clear, strong wind from East ",6,A,X1,130.1257698,-32.26561097
S65,Zone H,NA,15,B3,"Moderate wind from NE, clear conditions",14,A,X1,130.0761366,-32.35155981
S65,Zone G,NA,NA,B2,"Clear, strong wind from North East ",16,A,X1,130.1257698,-32.26561097
S65,Zone D,NA,12,B3,"Gentle breeze from SW, clear conditions",24,A,X1,130.0923706,-32.49824002
S65,Zone B,NA,13,B3,"Gentle ESE breeze, clear conditions",21,A,X4,130.0211448,-32.32262952
S65,Zone G,NA,15,B3,"Moderate breeze from NE, clear conditions",14,A,X4,130.1171401,-32.21401792
S65,Zone E,NA,25,B2,0/01/1900,6,B,X1,130.241277,-32.42658892
S65,Zone H,NA,75,B3,0/01/1900,9,B,X6,130.133218,-32.29602514
S65,Zone B,NA,25,B2,0/01/1900,20,B,X1,130.0850503,-32.27792669
S65,Zone D,NA,25,B6,"Fine, clear, light E'ly breeze",8,B,X1,130.0923706,-32.49824002
S65,Zone G,NA,25,B2,"Fine, clear, moderate E'ly breeze",29,B,X1,130.1257698,-32.26561097
S65,Zone C,NA,25,B6,"Clear, hot, light SW'ly breeze",5,B,X4,130.2372141,-32.50679697
S65,Zone C,NA,25,B3,"Clear, hot, moderate SW'ly breeze",9,B,X1,130.239891,-32.47313511
S65,Zone H,NA,25,B2,light wind 160,6,B,X1,130.0761366,-32.35155981
S65,Zone H,NA,25,B3,medium wind 100,8,B,X1,130.164601,-32.28404537
S65,Zone D,NA,25,NA,light wind 80,6,B,X4,130.1488508,-32.48177617
S65,Zone E,NA,25,B2,light wind 80,24,B,X4,130.2040977,-32.22226437
S65,Zone H,NA,25,B3,light wind 80,8,B,X1,130.164601,-32.28404537
S65,Zone E,NA,25,B3,medium wind 120,6,B,X1,130.2453818,-32.22617201
S65,Zone A,NA,25,B2,light wind 200,6,B,X4,130.0674542,-32.25413856
S65,Zone G,NA,25,B2,"Hot dry ESE wind, gusty at times. Clear skies",15,B,X1,130.1257698,-32.26561097
S65,Zone H,NA,25,B1,"Easterly wind, clear skies",6,B,X1,130.164601,-32.28404537
S65,Zone D,NA,25,B1,"Warm, slight northerly breeze, clear skies",6,B,X1,130.0923706,-32.49824002
S65,Zone H,NA,25,B1,"Warm, slight northerly breeze, clear skies",9,B,X4,130.1186258,-32.45876212
S65,Zone A,NA,25,B3,"SE wind, clear skies",5,B,X4,130.0437059,-32.20004486
S65,Zone E,NA,25,B1,"Hot, SE breeze, clear skies",22,B,X4,130.2040977,-32.22226437
S65,Zone G,NA,25,B2,"Hot, Easterly breeze, clear skies.",12,B,X4,130.1171401,-32.21401792
S65,Zone B,20,23,B3,"Sunny, easterly breeze ",8,C,X1,130.0850503,-32.27792669
S65,Zone A,5,14,B1,"Sunny, SE wind gusty at times ",8,C,X1,130.030827,-32.14049329
S65,Zone H,5,30,B3,"fine, warm, still",6,C,X4,130.1186258,-32.45876212
S65,Zone G,7,9,B2,"fine, warm, moderate breeze",9,C,X1,130.1257698,-32.26561097
S65,Zone D,10,15,B3,"cloudy, warm, strong wind",6,C,X2,130.1260132,-32.36875353
S65,Zone C,27,37,B3,"fine, clear, light E'ly breeze",6,C,X5,130.0459086,-32.52789957
S65,Zone C,12,26,B3,"fine, clear, light E'ly breeze",14,C,X1,130.239891,-32.47313511
S65,Zone C,5,10,B1,"fine, clear, moderate E'ly breeze",6,C,X4,130.2372141,-32.50679697
S65,Zone E,9,30,B3,"fine, clear, strong E'ly breeze",11,C,X1,130.241277,-32.42658892
S65,Zone G,6,55,B3,"fine, partly cloudy, moderate E'ly breeze",109,C,X4,130.1171401,-32.21401792
S65,Zone H,45,60,B3,"fine, clear, moderate SE'ly breeze",11,C,X7,130.1886283,-32.31312571
S65,Zone D,NA,NA,-,0/01/1900,NA,C,X4,130.1488508,-32.48177617
S65,Zone B,5,15,B3,"sunny, light breeze",5,C,X4,130.0454944,-32.38497506
S65,Zone C,7,20,B4,"cloudy, light breeze",9,C,X1,130.239891,-32.47313511
S65,Zone H,8,13,B3,"Sunny, light breeze",6,C,X1,130.164601,-32.28404537
S65,Zone B,5,7,B1,"Sunny, strong breeze",16,C,X4,130.0454944,-32.38497506
S65,Zone D,13,15,B3,"partly cloudy, calm",21,C,X3,130.1692709,-32.44834877
S65,Zone C,13,14,B3,"sunny, calm",6,C,X1,130.239891,-32.47313511
S66,Zone D,NA,NA,B3,Mild Easterly,44,A,X3,130.1692709,-32.44834877
S67,Zone H,NA,8,B3,"ESE wind, gusty strong breeze, clear skies",22,A,X6,130.133218,-32.29602514
S67,Zone B,NA,10,B3,"slight Southerly breeze, hot, clear skies",5,A,X4,130.0748139,-32.30165297
S67,Zone E,NA,NA,B3,Very strong northerly (wind funnels through creekline and along steep ridge).,6,A,X1,130.2453818,-32.22617201
S67,Zone D,NA,11,B3,"Clear conditions, moderate breeze from SE",6,A,X4,130.1488508,-32.48177617
S67,Zone G,NA,NA,B2,"Clear, strong wind from North East ",20,A,X1,130.1257698,-32.26561097
S67,Zone H,NA,6,B4,"Clear, strong wind from North East ",24,A,X6,130.133218,-32.29602514
S67,Zone C,NA,25,B2,"Still, hot, clear",5,B,X4,130.2372141,-32.50679697
S67,Zone C,NA,25,B3,"Still, hot, clear",28,B,X1,130.239891,-32.47313511
S67,Zone E,NA,25,B2,0/01/1900,7,B,X1,130.2452788,-32.3306172
S67,Zone C,NA,25,B6,"Clear, hot, moderate SW'ly breeze",7,B,X1,130.239891,-32.47313511
S67,Zone C,NA,25,B2,strong wind 120,5,B,X1,130.239891,-32.47313511
S67,Zone E,NA,25,B3,no wind,11,B,X1,130.2453818,-32.22617201
S67,Zone A,NA,25,B2,light wind 130,8,B,X1,130.030827,-32.14049329
S67,Zone E,NA,25,B6,medium wind 120,5,B,X1,130.2453818,-32.22617201
S67,Zone C,NA,25,B1,"Warm, slight northerly breeze, clear skies",5,B,X4,130.0633847,-32.46023925
S67,Zone A,6,6,B1,"Sunny, calm",6,C,X1,130.0327924,-32.16947172
S67,Zone A,6,6,B1,"Sunny, SE wind gusty at times ",5,C,X4,130.0455436,-32.14776484
S67,Zone A,10,20,B2,"mostly sunny, light breeze ",7,C,X1,130.0327924,-32.16947172
S67,Zone C,5,6,B1,"fine, warm, light E'ly",6,C,X4,130.0633847,-32.46023925
S67,Zone D,11,13,B3,"fine, clear, strong wind",6,C,X4,130.1041932,-32.4251709
S67,Zone D,5,11,B1,"partly cloudy, warm, strong wind",6,C,X1,130.0923706,-32.49824002
S67,Zone C,5,10,B3,"fine, clear, light E'ly breeze",5,C,X1,130.0557016,-32.43227597
S67,Zone G,5,7,B1,"fine, clear, light E'ly breeze",7,C,X4,130.1779859,-32.39536412
S67,Zone C,5,9,B3,"fine, clear, light E'ly breeze",6,C,X1,130.239891,-32.47313511
S67,Zone C,6,8,B2,"fine, clear, moderate E'ly breeze",5,C,X4,130.2372141,-32.50679697
S67,Zone D,5,8,B3,"fine, clear, strong E'ly breeze",7,C,X3,130.1692709,-32.44834877
S67,Zone G,6,7,NA,"fine, clear, strong E'ly breeze",5,C,X4,130.1458091,-32.32572974
S67,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",5,C,X1,130.0327924,-32.16947172
S67,Zone F,5,6,B2,sunny,5,C,X6,130.1594802,-32.20812932
S67,Zone C,7,9,B3,"sunny, breezy",5,C,X5,130.0459086,-32.52789957
S67,Zone C,7,7,B2,"sunny, breezy",7,C,X1,130.0557016,-32.43227597
S67,Zone G,6,7,B2,"cloudy, breezy",6,C,X4,130.1779859,-32.39536412
S67,Zone C,5,9,B3,"sunny, breezy",6,C,X4,130.2372141,-32.50679697
S67,Zone C,5,8,B3,"Sunny, light breeze",11,C,X5,130.0459086,-32.52789957
S67,Zone C,8,9,B3,"Sunny, light breeze",7,C,X1,130.0557016,-32.43227597
S67,Zone E,NA,NA,NA,"sunny, calm",5,C,X1,130.241277,-32.42658892
S67,Zone B,6,8,B4,"sunny, calm",5,C,X2,130.3157018,-32.49333462
S67,Zone C,5,8,B3,"sunny, calm",13,C,X4,130.2372141,-32.50679697
S67,Zone A,6,9,B3,"sunny, moderate breeze",5,C,X4,130.0455436,-32.14776484
S67,Zone B,7,7,B2,"sunny, moderate breeze",6,C,X4,130.0454944,-32.38497506
S68,Zone C,NA,25,B1,strong wind 130,6,B,X4,130.2372141,-32.50679697
S68,Zone G,5,6,B6,"cloudy, warm, strong wind",6,C,X4,130.1458091,-32.32572974
S68,Zone D,5,17,B3,"fine, clear, v light E'ly breeze",7,C,X2,130.1260132,-32.36875353
S68,Zone G,5,5,B1,"fine, clear, strong E'ly breeze",6,C,X4,130.1779859,-32.39536412
S68,Zone C,6.5,6.5,B2,"sunny, breezy",6,C,X4,130.0633847,-32.46023925
S68,Zone G,5,7,B2,"cloudy, breezy",14,C,X4,130.1779859,-32.39536412
S69,Zone H,NA,13,B3,"ESE wind, gusty strong breeze, clear skies",28,A,X6,130.133218,-32.29602514
S69,Zone G,NA,8,B3,"ESE wind, gusty strong breeze, clear skies",14,A,X4,130.1171401,-32.21401792
S69,Zone C,NA,10,B1,"Easterly wind, gusty at times, hot clear day",24,A,X1,130.239891,-32.47313511
S69,Zone G,NA,NA,B2,"ESE wind, gusty at times, clear skies",7,A,X2,130.1130163,-32.34329067
S69,Zone H,NA,8,B3,"ESE wind, gusty at times, clear skies",6,A,X1,130.0761366,-32.35155981
S69,Zone A,NA,NA,B7,"ESE wind, gusty at times, clear skies",6,A,X4,130.0674542,-32.25413856
S69,Zone G,NA,13,B3,"SE wind, gusty at times, clear skies",16,A,X1,130.1257698,-32.26561097
S69,Zone A,NA,10,B3,"ESE wind, gusty at times, clear skies",5,A,X4,130.0674542,-32.25413856
S69,Zone D,NA,NA,B3,Mild Easterly,7,A,X3,130.1692709,-32.44834877
S69,Zone D,NA,NA,B3,Easterly ,5,A,X1,130.0923706,-32.49824002
S69,Zone C,NA,NA,B3,Strong Easterly,24,A,X1,130.239891,-32.47313511
S69,Zone C,NA,NA,NA,Easterly,12,A,X4,130.2372141,-32.50679697
S69,Zone E,NA,NA,NA,Strong easterly,7,A,X1,130.2452788,-32.3306172
S69,Zone G,NA,9,B3,"Clear, strong wind from East ",10,A,X1,130.1257698,-32.26561097
S69,Zone E,NA,7,B3,"Clear, strong wind from NE",5,A,X4,130.2042642,-32.24900808
S69,Zone H,NA,8,B4,"Moderate wind from NE, clear conditions",7,A,X1,130.0761366,-32.35155981
S69,Zone G,NA,NA,B2,"Clear, strong wind from North East ",9,A,X1,130.1257698,-32.26561097
S69,Zone G,NA,NA,NA,"Moderate wind from NE, clear conditions",5,A,X2,130.1130163,-32.34329067
S69,Zone G,NA,7,B3,"Moderate breeze from NE, clear conditions",16,A,X4,130.1171401,-32.21401792
S69,Zone C,NA,25,B3,"Still, hot, clear",6,B,X4,130.2372141,-32.50679697
S69,Zone G,NA,25,B6,0/01/1900,7,B,X1,130.1257698,-32.26561097
S69,Zone G,NA,25,B7,0/01/1900,5,B,X4,130.1171401,-32.21401792
S69,Zone H,NA,25,B6,0/01/1900,10,B,X6,130.133218,-32.29602514
S69,Zone D,NA,25,B3,"Fine, clear, light E'ly breeze",5,B,X1,130.0923706,-32.49824002
S69,Zone C,NA,25,B3,"Clear, hot, light SW'ly breeze",8,B,X4,130.2372141,-32.50679697
S69,Zone C,NA,25,B6,"Clear, hot, moderate SW'ly breeze",11,B,X1,130.239891,-32.47313511
S69,Zone C,NA,25,B7,strong wind 120,7,B,X1,130.239891,-32.47313511
S69,Zone D,NA,25,B6,strong wind 90,6,B,X3,130.1692709,-32.44834877
S69,Zone E,NA,25,B2,strong wind 90,6,B,X1,130.241277,-32.42658892
S69,Zone E,NA,25,B2,medium wind 100,6,B,X1,130.2452788,-32.3306172
S69,Zone F,NA,25,B2,strong wind 110,6,B,X8,130.2022983,-32.15430901
S69,Zone G,NA,25,B1,"Hot dry ESE wind, gusty at times. Clear skies",8,B,X1,130.1257698,-32.26561097
S69,Zone D,NA,25,B1,"Hot Easterly wind, clear skies",7,B,X1,130.0923706,-32.49824002
S69,Zone D,NA,25,B1,"Warm, slight northerly breeze, clear skies",6,B,X1,130.0923706,-32.49824002
S69,Zone H,NA,25,B1,"Hot SE breeze, clear skies.",8,B,X6,130.133218,-32.29602514
S69,Zone G,5,7,B1,"Sunny, easterly breeze ",8,C,X1,130.1257698,-32.26561097
S69,Zone D,5,15,B3,"fine, warm, still",6,C,X1,130.0923706,-32.49824002
S69,Zone H,6,8,B3,"partly cloudy, warm, moderate wind",6,C,X6,130.133218,-32.29602514
S69,Zone D,5,9,B3,"fine, clear, strong wind",6,C,X4,130.1041932,-32.4251709
S69,Zone E,5,8,B1,"fine, clear, v light E'ly breeze",8,C,X4,130.2040977,-32.22226437
S69,Zone C,5,8,B1,"fine, clear, light E'ly breeze",6,C,X1,130.239891,-32.47313511
S69,Zone C,5,7,B2,"fine, clear, moderate E'ly breeze",5,C,X4,130.2372141,-32.50679697
S69,Zone G,6,14,B3,"fine, partly cloudy, moderate E'ly breeze",6,C,X4,130.1171401,-32.21401792
S69,Zone E,5,9,B3,"fine, clear, moderate SE'ly breeze",7,C,X4,130.2040977,-32.22226437
S69,Zone H,NA,NA,-,"fine, clear, moderate SE'ly breeze",7,C,X7,130.1886283,-32.31312571
S69,Zone D,5,7,B3,"cloudy, light breeze",8,C,X1,130.0923706,-32.49824002
S69,Zone B,8,10,B4,"Sunrise, strong breeze",7,C,X4,130.0211448,-32.32262952
S69,Zone D,5,16,B4,"partly cloudy, calm",5,C,X3,130.1692709,-32.44834877
S69,Zone E,5,17,B3,"sunny, light breeze",10,C,X1,130.2452788,-32.3306172
S69,Zone C,6,7,B2,"sunny, calm",6,C,X4,130.2372141,-32.50679697
S69,Zone B,5,9,B4,"sunny, moderate breeze",7,C,X4,130.0211448,-32.32262952
S69,Zone G,5,8,B3,"sunny, light breeze",8,C,X1,130.1257698,-32.26561097
S70,Zone C,NA,25,B2,"Still, hot, clear",5,B,X4,130.2372141,-32.50679697
S70,Zone H,NA,25,NA,light wind 90,5,B,X7,130.1886283,-32.31312571
S70,Zone D,6,8,B2,"cloudy, warm, strong wind",5,C,X2,130.1260132,-32.36875353
S70,Zone C,5,7,NA,"fine, clear, moderate E'ly breeze",5,C,X4,130.2372141,-32.50679697
S70,Zone H,5,7,B2,"fine, clear, moderate NE'ly breeze",5,C,X7,130.1886283,-32.31312571
S70,Zone E,6,7,NA,"fine, clear, light SE'ly breeze",5,C,X4,130.2042642,-32.24900808
S70,Zone G,NA,NA,NA,sunny,5,C,X4,130.1458091,-32.32572974
S70,Zone C,NA,NA,NA,"sunny, breezy",NA,C,X5,130.0459086,-32.52789957
S70,Zone C,NA,NA,NA,"sunny, breezy",NA,C,X4,130.2372141,-32.50679697
S70,Zone B,NA,NA,-,"sunny, calm",NA,C,X2,130.3157018,-32.49333462
S70,Zone C,NA,NA,NA,"sunny, calm",5,C,X4,130.2372141,-32.50679697
S71,Zone B,NA,9,B3,"Easterly wind, gusty at times, hot clear day",6,A,X2,130.3157018,-32.49333462
S71,Zone D,NA,NA,B3,Mild Easterly,5,A,X3,130.1692709,-32.44834877
S71,Zone B,NA,NA,B3,Easterly,5,A,X2,130.3157018,-32.49333462
S71,Zone G,NA,10,B3,"Clear, strong wind from East ",5,A,X4,130.1458091,-32.32572974
S71,Zone C,NA,25,B3,"Clear, hot, moderate SW'ly breeze",7,B,X1,130.239891,-32.47313511
S71,Zone D,NA,25,B3,light wind 100,5,B,X2,130.1260132,-32.36875353
S71,Zone H,NA,25,B3,light wind 160,5,B,X1,130.0761366,-32.35155981
S71,Zone A,6,8,B1,"Sunny, SE wind gusty at times ",5,C,X4,130.0455436,-32.14776484
S71,Zone H,5,5,B6,"mostly sunny, v light breeze ",5,C,X1,130.0761366,-32.35155981
S72,Zone A,35,55,B5,"SE wind, gusty at times, clear skies",5,A,X1,130.030827,-32.14049329
S72,Zone D,NA,NA,B3,Mild Easterly,5,A,X3,130.1692709,-32.44834877
S72,Zone B,NA,25,B2,0/01/1900,5,B,X1,130.0850503,-32.27792669
S72,Zone H,NA,75,B1,light wind 80,5,B,X1,130.164601,-32.28404537
S72,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",5,C,X1,130.0327924,-32.16947172
S72,Zone C,7,15,B2,"cloudy, light breeze",5,C,X1,130.239891,-32.47313511
S73,Zone D,NA,35,B3,Mild Easterly,5,A,X3,130.1692709,-32.44834877
S73,Zone A,NA,NA,B3,Medium easterly,29,A,X4,130.0455436,-32.14776484
S73,Zone H,NA,25,B2,"Partly cloudy, strong SE wind.",16,B,X1,130.0761366,-32.35155981
S73,Zone A,NA,75,B3,"Clear, warm, light E'ly breeze",54,B,X1,130.030827,-32.14049329
S73,Zone A,NA,25,B3,light wind 130,6,B,X1,130.030827,-32.14049329
S73,Zone G,11,23,B3,"Sunny, easterly wind gusty at times ",11,C,X4,130.1171401,-32.21401792
S73,Zone H,15,20,B3,"fine, warm, still",11,C,X4,130.1186258,-32.45876212
S73,Zone H,10,13,B3,"fine, warm, light breeze",6,C,X1,130.0761366,-32.35155981
S73,Zone B,15,16,B2,"fine, warm, moderate breeze",6,C,X1,130.0850503,-32.27792669
S73,Zone E,33,36,B3,"fine, clear, moderate wind",7,C,X1,130.241277,-32.42658892
S73,Zone E,5,9,B1,"fine, clear, v light E'ly breeze",8,C,X4,130.2040977,-32.22226437
S73,Zone C,26,27,B3,"fine, clear, light E'ly breeze",8,C,X1,130.239891,-32.47313511
S73,Zone E,15,25,B3,"fine, clear, strong E'ly breeze",8,C,X1,130.241277,-32.42658892
S73,Zone D,13,33,B3,"fine, clear, strong E'ly breeze",10,C,X3,130.1692709,-32.44834877
S73,Zone F,20,23,B3,"fine, clear, strong SE'ly breeze",6,C,X7,130.1800519,-32.26204008
S73,Zone D,7,15,B3,0/01/1900,14,C,X4,130.1488508,-32.48177617
S73,Zone D,12,15,B3,"cloudy, light breeze",7,C,X1,130.0923706,-32.49824002
S73,Zone C,10,25,B3,"cloudy, light breeze",5,C,X1,130.239891,-32.47313511
S73,Zone D,5,35,B3,"sunny, breezy",25,C,X4,130.1488508,-32.48177617
S73,Zone F,NA,NA,NA,sunny,NA,C,X7,130.1800519,-32.26204008
S73,Zone F,NA,NA,NA,sunny,NA,C,X6,130.1594802,-32.20812932
S73,Zone C,25,30,B3,"sunny, breezy",5,C,X4,130.0633847,-32.46023925
S73,Zone C,NA,NA,NA,"sunny, breezy",NA,C,X4,130.2372141,-32.50679697
S73,Zone B,5,15,B4,"Sunrise, strong breeze",14,C,X4,130.0211448,-32.32262952
S73,Zone B,20,23,B3,"Sunny, strong breeze",8,C,X4,130.0454944,-32.38497506
S73,Zone B,10,15,B3,"Sunny, strong breeze",6,C,X4,130.0748139,-32.30165297
S73,Zone E,12,15,B3,"sunny, calm",6,C,X1,130.241277,-32.42658892
S74,Zone E,NA,25,B4,medium wind 120,5,B,X1,130.2453818,-32.22617201
S74,Zone E,5,10,B4,"sunny, calm",6,C,X1,130.241277,-32.42658892
S75,Zone G,25,35,B3,"ESE wind, gusty strong breeze, clear skies",17,A,X4,130.1171401,-32.21401792
S75,Zone E,25,35,B3,"ESE wind, gusty strong breeze, clear skies",17,A,X4,130.2040977,-32.22226437
S75,Zone C,15,25,B3,"Easterly wind, gusty at times, hot clear day",35,A,X1,130.239891,-32.47313511
S75,Zone E,NA,35,B3,sheltered by large trees and nearby ridge,44,A,X1,130.2453818,-32.22617201
S75,Zone D,NA,NA,B3,Mild Easterly,8,A,X3,130.1692709,-32.44834877
S75,Zone D,7,25,B3,North easterly,14,A,X4,130.1488508,-32.48177617
S75,Zone C,NA,20,B3,Easterly,NA,A,X5,130.0459086,-32.52789957
S75,Zone E,NA,25,B3,"Still, hot, light breeze ",21,B,X1,130.2452788,-32.3306172
S75,Zone G,NA,25,B3,"Still, hot, clear",7,B,X4,130.1779859,-32.39536412
S75,Zone H,NA,25,B3,"Partly cloudy, strong SE wind.",19,B,X1,130.0761366,-32.35155981
S75,Zone F,NA,75,B3,0/01/1900,17,B,X6,130.1594802,-32.20812932
S75,Zone G,NA,75,B3,0/01/1900,7,B,X4,130.1779859,-32.39536412
S75,Zone E,NA,25,B3,0/01/1900,12,B,X1,130.2452788,-32.3306172
S75,Zone A,NA,25,B3,"Clear, warm, light E'ly breeze",44,B,X1,130.030827,-32.14049329
S75,Zone C,NA,25,B2,"Clear, hot, light SW'ly breeze",16,B,X4,130.2372141,-32.50679697
S75,Zone A,NA,75,B3,"Still, clear",84,B,X4,130.0674542,-32.25413856
S75,Zone C,NA,75,B3,strong wind 130,12,B,X4,130.2372141,-32.50679697
S75,Zone E,NA,25,B2,medium wind 100,19,B,X1,130.2452788,-32.3306172
S75,Zone H,NA,25,B3,light wind 160,11,B,X1,130.0761366,-32.35155981
S75,Zone B,NA,25,B3,strong wind 80,19,B,X1,130.0850503,-32.27792669
S75,Zone B,NA,75,B3,light wind 70,13,B,X4,130.0748139,-32.30165297
S75,Zone G,NA,75,B3,Strong wind 90,7,B,X2,130.1130163,-32.34329067
S75,Zone H,NA,25,B3,light wind 90,7,B,X7,130.1886283,-32.31312571
S75,Zone A,NA,25,B2,light wind 130,16,B,X1,130.030827,-32.14049329
S75,Zone B,NA,25,B3,"Easterly wind, clear skies",10,B,X4,130.0454944,-32.38497506
S75,Zone C,NA,25,B3,"Easterly wind, slightly overcast",12,B,X1,130.0557016,-32.43227597
S75,Zone C,NA,75,B3,"Easterly wind, slightly overcast",16,B,X5,130.0459086,-32.52789957
S75,Zone D,NA,25,B3,"Hot Easterly wind, clear skies",6,B,X1,130.0923706,-32.49824002
S75,Zone H,15,25,B3,"Easterly wind, clear skies",82,B,X1,130.164601,-32.28404537
S75,Zone H,NA,25,B3,"Easterly wind, clear skies",25,B,X7,130.1886283,-32.31312571
S75,Zone G,NA,25,B3,"Easterly wind, clear skies",6,B,X4,130.1458091,-32.32572974
S75,Zone A,NA,25,B3,"Hot Easterly breeze, some cloud cover.",13,B,X1,130.0327924,-32.16947172
S75,Zone A,NA,25,B3,"Hot Easterly breeze, some cloud cover.",12,B,X4,130.0437059,-32.20004486
S75,Zone A,NA,25,B3,"SE wind, clear skies",16,B,X4,130.0437059,-32.20004486
S75,Zone A,10,14,B1,"Sunny, calm",29,C,X1,130.0327924,-32.16947172
S75,Zone G,10,14,B3,"Sunny, slight easterly breeze",10,C,X4,130.1171401,-32.21401792
S75,Zone G,5,12,B1,"Sunny, easterly wind gusty at times ",18,C,X4,130.1171401,-32.21401792
S75,Zone F,6,23,B3,"Sunny, easterly wind gusty at times ",13,C,X6,130.1594802,-32.20812932
S75,Zone E,8,12,B3,"Sunny, easterly wind gusty at times ",11,C,X1,130.2453818,-32.22617201
S75,Zone A,5,12,B1,"Sunny, SE wind gusty at times ",12,C,X1,130.030827,-32.14049329
S75,Zone A,38,45,B3,"mostly sunny, moderate breeze ",14,C,X1,130.030827,-32.14049329
S75,Zone C,13,15,B3,"fine, warm, light E'ly",6,C,X4,130.0633847,-32.46023925
S75,Zone G,10,11,B3,"cloudy, warm, strong wind",9,C,X4,130.1458091,-32.32572974
S75,Zone H,5,6,B1,"partly cloudy, warm, moderate wind",16,C,X6,130.133218,-32.29602514
S75,Zone E,7,9,B3,"fine, clear, moderate wind",18,C,X1,130.241277,-32.42658892
S75,Zone D,5,10,B1,"fine, clear, strong wind",42,C,X4,130.1041932,-32.4251709
S75,Zone C,23,33,B3,"partly cloudy, warm, strong wind",13,C,X4,130.0633847,-32.46023925
S75,Zone D,13,14,B3,"partly cloudy, warm, strong wind",6,C,X1,130.0923706,-32.49824002
S75,Zone H,25,40,B3,"partly cloudy, warm, moderate wind",11,C,X4,130.1186258,-32.45876212
S75,Zone C,29,33,B3,"fine, clear, light E'ly breeze",14,C,X1,130.0557016,-32.43227597
S75,Zone C,33,35,B3,"fine, clear, light E'ly breeze",11,C,X5,130.0459086,-32.52789957
S75,Zone C,23,29,B3,"fine, clear, light E'ly breeze",8,C,X1,130.239891,-32.47313511
S75,Zone C,5,18,B3,"fine, clear, moderate E'ly breeze",22,C,X4,130.2372141,-32.50679697
S75,Zone E,9,23,B3,"fine, clear, strong E'ly breeze",23,C,X1,130.241277,-32.42658892
S75,Zone D,30,34,B3,"fine, clear, strong E'ly breeze",18,C,X3,130.1692709,-32.44834877
S75,Zone E,13,17,B3,"fine, clear, light SE'ly breeze",7,C,X4,130.2042642,-32.24900808
S75,Zone F,7,56,B3,"fine, clear, strong E'ly breeze with regular stronger gusts ",27,C,X8,130.2022983,-32.15430901
S75,Zone G,13,15,B3,"fine, clear, strong E'ly breeze",6,C,X4,130.1458091,-32.32572974
S75,Zone D,15,17,B3,"fine, clear, strong E'ly breeze",9,C,X2,130.1260132,-32.36875353
S75,Zone H,11,13,B3,"fine, clear, strong E'ly breeze",14,C,X1,130.164601,-32.28404537
S75,Zone F,10,12,B3,"fine, clear, strong SE'ly breeze",9,C,X7,130.1800519,-32.26204008
S75,Zone F,27,43,B3,"fine, clear, strong E'ly breeze",13,C,X8,130.2022983,-32.15430901
S75,Zone F,30,45,B3,"fine, clear, strong E'ly breeze",6,C,X4,130.2225679,-32.18382245
S75,Zone A,NA,NA,B3,"Sunny, SE wind gusty at times ",10,C,X4,130.0437059,-32.20004486
S75,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",6,C,X1,130.0327924,-32.16947172
S75,Zone D,5,55,B3,0/01/1900,354,C,X4,130.1488508,-32.48177617
S75,Zone B,5,13,B3,"sunny, light breeze",29,C,X4,130.0454944,-32.38497506
S75,Zone B,5,8,B3,"sunny, light breeze",64,C,X4,130.0211448,-32.32262952
S75,Zone H,6,11,B3,"sunny, light breeze",39,C,X4,130.1186258,-32.45876212
S75,Zone D,7,13,B3,"cloudy, light breeze",24,C,X1,130.0923706,-32.49824002
S75,Zone D,7,11,B3,"sunny, breezy",14,C,X4,130.1488508,-32.48177617
S75,Zone D,7,11,B3,"sunny, breezy",22,C,X4,130.1488508,-32.48177617
S75,Zone D,9,17,B3,"sunny, breezy",44,C,X4,130.1488508,-32.48177617
S75,Zone F,NA,NA,NA,sunny,NA,C,X7,130.1800519,-32.26204008
S75,Zone E,6,10,B3,sunny,12,C,X4,130.2042642,-32.24900808
S75,Zone E,8,10,B3,sunny,14,C,X4,130.2042642,-32.24900808
S75,Zone F,6,9,B3,sunny,9,C,X6,130.1594802,-32.20812932
S75,Zone C,7,15,B3,"sunny, breezy",20,C,X5,130.0459086,-32.52789957
S75,Zone C,11,14,B3,"sunny, breezy",11,C,X1,130.0557016,-32.43227597
S75,Zone D,6.5,15,B3,"sunny, breezy",68,C,X4,130.1041932,-32.4251709
S75,Zone C,7,9,B3,"sunny, breezy",9,C,X4,130.0633847,-32.46023925
S75,Zone G,5,12,B3,"cloudy, breezy",18,C,X4,130.1779859,-32.39536412
S75,Zone C,7,25,B3,"sunny, breezy",26,C,X4,130.2372141,-32.50679697
S75,Zone H,11,12,B3,"Sunny, light breeze",26,C,X1,130.164601,-32.28404537
S75,Zone H,5,20,B3,"Sunny, light breeze",147,C,X6,130.133218,-32.29602514
S75,Zone C,10,13,B3,"Sunny, light breeze",12,C,X5,130.0459086,-32.52789957
